tvBench_id,db_id,chart,hardness,query,question,vega_zero
2165@y_name@DESC,machine_repair,Bar,Hard,"Visualize BAR SELECT Name , COUNT(Name) FROM technician WHERE Team != ""NYY"" GROUP BY Name ORDER BY COUNT(Name) DESC","List the name of technicians whose team is not ""NYY"" , and count them by a bar chart , could you list Y from high to low order ?","mark bar data technician encoding x name y aggregate count name transform filter team != ""nyy"" group x sort y desc"
1371@x_name@DESC,entrepreneur,Bar,Medium,"Visualize BAR SELECT Investor , COUNT(*) FROM entrepreneur GROUP BY Investor ORDER BY Investor DESC","What are the investors of entrepreneurs and the corresponding number of entrepreneurs invested by each investor , rank from high to low by the x axis .",mark bar data entrepreneur encoding x investor y aggregate count investor transform group x sort x desc
382@x_name@DESC,candidate_poll,Bar,Medium,"Visualize BAR SELECT Sex , SUM(Weight) FROM people GROUP BY Sex ORDER BY Sex DESC","Give me the comparison about the sum of Weight over the Sex , and group by attribute Sex , and could you show Sex in desc order ?",mark bar data people encoding x sex y aggregate sum weight transform group x sort x desc
1069@y_name@ASC,debate,Bar,Medium,"Visualize BAR SELECT Party , COUNT(*) FROM people GROUP BY Party ORDER BY COUNT(*) ASC","Show different parties of people along with the number of people in each party Plot them as bar chart , rank y-axis from low to high order .",mark bar data people encoding x party y aggregate count party transform group x sort y asc
3033@x_name@ASC,tracking_software_problems,Bar,Medium,"Visualize BAR SELECT log_entry_description , COUNT(log_entry_description) FROM problem_log GROUP BY log_entry_description ORDER BY log_entry_description ASC","List all the log entry descriptions and count them using a bar chart , and could you show in asc by the log_entry_description please ?",mark bar data problem_log encoding x log_entry_description y aggregate count log_entry_description transform group x sort x asc
2871,student_1,Scatter,Easy,"Visualize SCATTER SELECT Classroom , count(*) FROM list GROUP BY classroom",Scatter plot to show classroom on x axis and the total number on y axis .,mark point data list encoding x classroom y aggregate count classroom transform group x
3279,wrestler,Bar,Easy,"Visualize BAR SELECT Team , COUNT(*) FROM elimination GROUP BY Team",A bar chart about how many eliminations did each team have ?,mark bar data elimination encoding x team y aggregate count team transform group x
553@y_name@ASC,college_1,Bar,Medium,"Visualize BAR SELECT CRS_CODE , count(*) FROM CLASS GROUP BY crs_code ORDER BY count(*) ASC","Visualize a bar chart for how many sections does each course has ? , and order in ascending by the the total number .",mark bar data class encoding x crs_code y aggregate count crs_code transform group x sort y asc
1399@x_name@DESC,film_rank,Bar,Medium,"Visualize BAR SELECT Studio , COUNT(*) FROM film GROUP BY Studio ORDER BY Studio DESC","Visualize a bar chart for how films are produced by each studio ? , could you show by the bars from high to low ?",mark bar data film encoding x studio y aggregate count studio transform group x sort x desc
397@y_name@DESC,candidate_poll,Bar,Easy,"Visualize BAR SELECT Date_of_Birth , Height FROM people ORDER BY Height DESC","Show me about the distribution of Date_of_Birth and Height in a bar chart , could you list by the Y-axis in descending ?",mark bar data people encoding x date_of_birth y aggregate none height transform sort y desc
3283@y_name@DESC,wrestler,Bar,Medium,"Visualize BAR SELECT Team , COUNT(Team) FROM elimination GROUP BY Team ORDER BY COUNT(Team) DESC","What is the number of their teams in elimination ? Draw a bar chart , and I want to list by the y-axis from high to low .",mark bar data elimination encoding x team y aggregate count team transform group x sort y desc
465@x_name@ASC,cinema,Bar,Medium,"Visualize BAR SELECT Openning_year , COUNT(Openning_year) FROM cinema GROUP BY Openning_year ORDER BY Openning_year ASC","Bar chart of how many openning year from each openning year , I want to show names in ascending order please .",mark bar data cinema encoding x openning_year y aggregate count openning_year transform group x sort x asc
1495@x_name@ASC,game_injury,Line,Medium,"Visualize LINE SELECT Season , COUNT(Season) FROM game  ORDER BY Season ASC BIN Season BY YEAR","Plot season by how many season as a line chart , and could you sort by the x-axis in ascending ?",mark line data game encoding x season y aggregate count season transform sort x asc bin x by year
767,cre_Doc_Tracking_DB,Scatter,Easy,"Visualize SCATTER SELECT Destruction_Authorised_by_Employee_ID , count(*) FROM Documents_to_be_destroyed GROUP BY Destruction_Authorised_by_Employee_ID",Return a scatter chart on what are the id of each employee and the number of document destruction authorised by that employee ?,mark point data documents_to_be_destroyed encoding x destruction_authorised_by_employee_id y aggregate count destruction_authorised_by_employee_id transform group x
2776@x_name@DESC,singer,Bar,Easy,"Visualize BAR SELECT Citizenship , max(Net_Worth_Millions) FROM singer GROUP BY Citizenship ORDER BY Citizenship DESC","Show different citizenships and the maximum net worth of singers of each citizenship in a bar chart , and order in descending by the X-axis .",mark bar data singer encoding x citizenship y aggregate max net_worth_millions transform group x sort x desc
2724@x_name@ASC,school_player,Bar,Medium,"Visualize BAR SELECT Denomination , COUNT(*) FROM school GROUP BY Denomination ORDER BY Denomination ASC","For each denomination , return the denomination and the count of schools with that denomination Visualize by bar chart , and could you list Denomination in asc order ?",mark bar data school encoding x denomination y aggregate count denomination transform group x sort x asc
1357,employee_hire_evaluation,Scatter,Easy,"Visualize SCATTER SELECT Shop_ID , Employee_ID FROM hiring",Return a scatter chart about the correlation between Shop_ID and Employee_ID .,mark point data hiring encoding x shop_id y aggregate none employee_id
1354,employee_hire_evaluation,Pie,Easy,"Visualize PIE SELECT Is_full_time , COUNT(Is_full_time) FROM hiring GROUP BY Is_full_time","For the attribute Is_full_time and the amount of Is_full_time , show their proportion by a pie chart .",mark arc data hiring encoding x is_full_time y aggregate count is_full_time transform group x
2868,storm_record,Bar,Easy,"Visualize BAR SELECT Name , Number_Deaths FROM storm WHERE number_deaths >= 1","For all storms with at least 1 death , compare the number of deaths by name with a bar graph .",mark bar data storm encoding x name y aggregate none number_deaths transform filter number_deaths >= 1
397@y_name@DESC,candidate_poll,Bar,Easy,"Visualize BAR SELECT Date_of_Birth , Height FROM people ORDER BY Height DESC","Visualize a bar chart about the distribution of Date_of_Birth and Height , order y-axis in desc order please .",mark bar data people encoding x date_of_birth y aggregate none height transform sort y desc
1245@x_name@ASC,driving_school,Bar,Medium,"Visualize BAR SELECT customer_status_code , count(*) FROM Customers GROUP BY customer_status_code ORDER BY customer_status_code ASC","List all customer status codes and the number of customers having each status code in a bar chart , sort from low to high by the X please .",mark bar data customers encoding x customer_status_code y aggregate count customer_status_code transform group x sort x asc
2909@x_name@DESC,swimming,Bar,Medium,"Visualize BAR SELECT Nationality , AVG(meter_100) FROM swimmer GROUP BY Nationality ORDER BY Nationality DESC","Bar chart x axis nationality y axis mean meter 100 , and could you list X in desc order ?",mark bar data swimmer encoding x nationality y aggregate mean meter_100 transform group x sort x desc
2829@y_name@DESC,station_weather,Stacked Bar,Hard,"Visualize BAR SELECT local_authority , COUNT(local_authority) FROM station GROUP BY services ,  local_authority ORDER BY COUNT(local_authority) DESC","count services by services , and split by local authorities with a stacked bar chart , and list in desc by the Y .",mark bar data station encoding x local_authority y aggregate count local_authority color services transform group x sort y desc
1617,hr_1,Line,Medium,"Visualize LINE SELECT HIRE_DATE , DEPARTMENT_ID FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40","For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 , for department_id , hire_date , visualize the trend .","mark line data employees encoding x hire_date y aggregate none department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40"
2831@y_name@ASC,station_weather,Bar,Medium,"Visualize BAR SELECT services , COUNT(services) FROM station GROUP BY services ORDER BY COUNT(services) ASC","Compare the number of services by services with a bar graph , I want to show Y in ascending order .",mark bar data station encoding x services y aggregate count services transform group x sort y asc
2488,news_report,Bar,Easy,"Visualize BAR SELECT Nationality , AVG(Age) FROM journalist GROUP BY Nationality",Draw a bar chart of nationality versus the average of age,mark bar data journalist encoding x nationality y aggregate mean age transform group x
2594,poker_player,Bar,Easy,"Visualize BAR SELECT Nationality , COUNT(*) FROM people GROUP BY Nationality",Draw a bar chart of nationality versus the total number,mark bar data people encoding x nationality y aggregate count nationality transform group x
1037@y_name@DESC,customers_card_transactions,Bar,Medium,"Visualize BAR SELECT customer_last_name , COUNT(customer_last_name) FROM Customers GROUP BY customer_last_name ORDER BY COUNT(customer_last_name) DESC","How many customers for different customer last name ? Draw a bar chart , and could you rank total number in descending order ?",mark bar data customers encoding x customer_last_name y aggregate count customer_last_name transform group x sort y desc
2560@y_name@ASC,pets_1,Bar,Medium,"Visualize BAR SELECT PetType , avg(weight) FROM pets GROUP BY pettype ORDER BY avg(weight) ASC","Find the average weight for each pet type , display y axis from low to high order .",mark bar data pets encoding x pettype y aggregate mean weight transform group x sort y asc
2503,party_host,Bar,Easy,"Visualize BAR SELECT Nationality , COUNT(*) FROM HOST GROUP BY Nationality",Show different nationalities along with the number of hosts of each nationality . Visualize by bar chart .,mark bar data host encoding x nationality y aggregate count nationality transform group x
